transaction_id,customer_id,product_id_x,quantity,transaction_date,total_amount,Card_Type,product_id_y,product_name,last_restock_date,product_quantity,unit_price,supplier
28-2233561,91-1440355,,7619.0,05.10.2023,593034,americanexpress,,Butter - Unsalted,,5681.0,3563.98,Jocelyne McConnell
61-6402899,65-4983822,,4585.0,04.07.2023,155343,,,Cheese - Comte,,9733.0,683.4,Park Rao
16-1220403,83-8240132,89-6877201,3368.0,12.02.2023,347425,jcb,89-6877201,Spice - Chili Powder Mexican,11.01.2023,5939.0,3946.37,Caesar Sennett
28-5216784,22-8576250,31-3048214,6136.0,23.11.2022,553066,switch,31-3048214,Lobster - Base,10.10.2023,4632.0,3456.11,Mervin Tumasian
44-9494186,72-5684800,97-3302789,8528.0,11.11.2023,165018,jcb,97-3302789,Ecolab - Solid Fusion,26.04.2023,2456.0,,Torrance Sobieski
53-8521286,91-7154333,09-5568894,8218.0,07.03.2023,26894,laser,09-5568894,Wine - Taylors Reserve,01.03.2023,4835.0,,Licha Kingswell
00-9917883,07-8177018,03-8548820,,21.03.2023,477561,jcb,03-8548820,Raspberries - Frozen,19.11.2023,8810.0,1357.63,Britt Czajkowski
35-2181320,97-3228831,24-7327323,6439.0,25.07.2023,409649,jcb,24-7327323,Buffalo - Striploin,04.06.2023,2974.0,,Bentlee Clarabut
13-6083946,97-0956833,59-2495427,7962.0,06.09.2023,332093,jcb,59-2495427,"Nut - Hazelnut, Whole",22.02.2023,2852.0,167.54,Rasia Franklen
09-8112578,43-2812888,24-8974233,6509.0,,178915,,24-8974233,Trueblue - Blueberry,24.02.2023,,2914.59,Julio Thewless
43-2663915,60-5341941,08-7280182,2232.0,04.04.2023,499861,diners-club-us-ca,08-7280182,Shrimp - Tiger 21/25,18.08.2023,8949.0,783.24,Eugenia Milmo
62-0566125,56-6812481,,6214.0,19.05.2023,265522,jcb,,Beef - Texas Style Burger,15.01.2023,6301.0,1006.21,Lindy Chaulk
37-3662342,68-0663997,74-9459740,8530.0,30.12.2022,69808,maestro,74-9459740,"Shrimp - Baby, Cold Water",09.11.2023,4868.0,4489.55,Vasili Stillert
83-2791571,58-8486221,42-4267767,4085.0,23.03.2023,103262,jcb,42-4267767,Cookie Dough - Chocolate Chip,30.07.2023,3362.0,998.98,Florry Harmson
04-7363863,09-1782865,65-5090224,4513.0,,451188,china-unionpay,65-5090224,Bananas,20.03.2023,,728.61,Aile Glencros
95-3581719,17-0776315,09-2785549,3379.0,08.11.2023,64256,mastercard,09-2785549,Oil - Cooking Spray,,9975.0,4052.84,Beniamino Levi
75-1886495,84-0724575,83-7310742,6548.0,28.04.2023,232059,jcb,83-7310742,Monkfish - Fresh,,7377.0,444.25,Isaiah Laverty
04-7354491,94-2744588,76-6280863,3241.0,21.01.2023,408879,jcb,76-6280863,Tea - Green,03.03.2023,,2865.91,Yorgos Coste
20-0700792,19-6588783,52-6345524,,,167427,diners-club-carte-blanche,52-6345524,Huck White Towels,11.10.2023,6355.0,3397.98,Johnathan Chant
93-0820885,83-3631997,27-1897796,2120.0,07.05.2023,20735,jcb,27-1897796,Chinese Foods - Pepper Beef,17.02.2023,8173.0,965.96,Dunc Ivanyushin
90-2376673,24-5238347,10-4030711,,28.07.2023,281361,jcb,10-4030711,Blouse / Shirt / Sweater,27.10.2023,4922.0,817.97,August Waycot
26-5560101,70-4105341,25-8608682,2986.0,,121668,diners-club-carte-blanche,25-8608682,Mikes Hard Lemonade,02.06.2023,,3923.17,Riva Bartoszek
28-6239158,76-6805033,56-7642860,3495.0,29.12.2022,401037,,56-7642860,Frangelico,05.07.2023,1348.0,411.18,Dev Olden
11-3828974,03-4868325,28-1351046,9327.0,24.08.2023,502226,americanexpress,28-1351046,Cheese - Camembert,11.03.2023,5759.0,,Torry Sinkins
39-0081172,18-6178509,08-9713688,4472.0,02.06.2023,549978,mastercard,08-9713688,Beer - Heinekin,18.11.2023,7817.0,2870.12,Trever Clunan
40-2921475,26-0878098,96-4095166,413.0,30.07.2023,572788,laser,96-4095166,Ecolab - Hobart Upr Prewash Arm,21.04.2023,3349.0,1786.76,Tilda Hodge
19-2129186,73-5733924,52-7185295,213.0,16.03.2023,70127,diners-club-enroute,52-7185295,"Beef - Baby, Liver",03.07.2023,8364.0,3835.69,Jessa Montford
13-2767768,75-6637976,,2886.0,21.06.2023,14298,diners-club-carte-blanche,,Wine - Magnotta - Cab Sauv,11.05.2023,4335.0,2590.16,Valentia Sainsbury-Brown
11-6912021,72-8437140,56-4895787,,27.04.2023,136825,jcb,56-4895787,Muffin Mix - Banana Nut,05.01.2023,4640.0,1437.56,Ortensia Riggert
03-5616042,38-1654624,50-4205480,2120.0,29.05.2023,262637,jcb,50-4205480,Steam Pan Full Lid,05.04.2023,9873.0,1075.8,Ingar Rosenberger
67-0378253,54-1245311,49-4654490,8435.0,16.06.2023,187033,bankcard,49-4654490,Cabbage - Green,19.01.2023,,1707.07,Bryana Iannitti
07-5149125,29-7961762,07-2511190,8294.0,27.01.2023,475544,maestro,07-2511190,Appetizer - Escargot Puff,20.06.2023,,2922.14,Shandie Stott
61-6688780,95-2856206,37-3090745,5178.0,,405591,visa-electron,37-3090745,Cookie Dough - Chunky,10.05.2023,5988.0,2097.53,Leeann Fryd
93-2875540,96-7104020,94-9670641,2572.0,17.07.2023,121604,jcb,94-9670641,Salmon Steak - Cohoe 8 Oz,04.05.2023,2416.0,1249.61,Sisile Kindle
30-1435680,21-5461870,85-2077128,4193.0,26.03.2023,211762,visa-electron,85-2077128,Pepper - Chili Powder,14.10.2023,819.0,1452.08,Ros Kesten
88-6328000,36-4495977,50-4045120,1214.0,06.07.2023,568132,jcb,50-4045120,Pork - Belly Fresh,11.11.2023,617.0,4215.26,Ody Antonijevic
78-9316181,96-7671844,90-8438412,7626.0,16.04.2023,497635,jcb,90-8438412,"Shrimp - 16/20, Iqf, Shell On",05.05.2023,,2184.01,Osbert Rallings
44-3817161,07-5730802,21-5116410,8333.0,11.04.2023,1201,jcb,21-5116410,Muffin - Mix - Bran And Maple 15l,03.01.2023,804.0,590.65,Saba Boissier
73-7056178,30-8841250,,6075.0,29.01.2023,67582,diners-club-enroute,,Pork - European Side Bacon,23.10.2023,1789.0,2517.94,Harrison Livingston
05-7501123,06-6844401,36-5233992,,10.01.2023,261388,jcb,36-5233992,Higashimaru Usukuchi Soy,,7813.0,2813.58,Rozanne Gathwaite
08-8752342,54-4662321,23-3594889,3473.0,09.09.2023,546154,,23-3594889,Water - Perrier,06.06.2023,5129.0,3658.5,Beltran Messum
11-9348456,59-2813080,,1619.0,13.06.2023,441668,jcb,,Anisette - Mcguiness,24.07.2023,3714.0,1741.23,Shea Sterke
72-6161710,01-8400990,64-3264346,9808.0,03.05.2023,334137,jcb,64-3264346,Honey - Lavender,05.02.2023,4362.0,3849.19,Wally Pattullo
16-8126682,29-1509297,42-9879704,2453.0,26.12.2022,417254,americanexpress,42-9879704,Lobster - Live,20.11.2022,3595.0,3883.14,Stoddard Shoute
82-0058114,94-0083567,72-0237146,9031.0,18.01.2023,425520,jcb,72-0237146,Pie Box - Cello Window 2.5,14.06.2023,82.0,2112.47,Vinnie McClay
93-8802058,18-6700769,61-9317960,680.0,06.08.2023,481236,jcb,61-9317960,Crab - Soft Shell,11.11.2023,3863.0,1132.12,Belicia McIntosh
39-7173622,85-8668142,28-3930922,5116.0,08.01.2023,6398,mastercard,28-3930922,Tea - Herbal Orange Spice,11.06.2023,1585.0,2353.51,Skyler Craighall
64-7961626,59-8187081,09-4301344,9768.0,13.08.2023,51890,maestro,09-4301344,Wine - Carmenere Casillero Del,19.04.2023,5227.0,3994.61,Dulsea Houlridge
50-7108348,50-3518931,62-3054638,3774.0,18.06.2023,25465,switch,62-3054638,Pop - Club Soda Can,30.01.2023,8504.0,,Orlan MacCrachen
80-1311562,75-1324801,83-7282303,6978.0,14.09.2023,378512,switch,83-7282303,The Pop Shoppe - Black Cherry,15.11.2023,,,Savina Richly
72-0380464,78-8482129,15-2901108,3831.0,26.12.2022,389646,diners-club-enroute,15-2901108,Energy - Boo - Koo,30.07.2023,,2101.26,Rivalee Jeanes
95-0310509,94-8759848,06-8450584,6445.0,29.03.2023,214930,,06-8450584,Clementine,07.04.2023,8588.0,4381.05,Zara Agron
87-0929110,38-7546837,56-6380736,5899.0,17.08.2023,173745,jcb,56-6380736,"Lid - Translucent, 3.5 And 6 Oz",06.12.2022,,2485.4,Marleen Averies
62-4754938,18-7028112,,7314.0,18.07.2023,317348,,,Wine - Casablanca Valley,11.10.2023,748.0,3130.15,Stanford Abramin
45-1794333,37-7943140,17-3018071,2678.0,04.06.2023,346729,americanexpress,17-3018071,Rye Special Old,16.06.2023,2868.0,185.19,Norry Peniman
82-8534184,65-0689028,82-3004967,9569.0,23.10.2023,420384,jcb,82-3004967,Asparagus - Mexican,08.03.2023,699.0,,Nealon Madgwich
39-7377437,93-1656282,85-8185790,7685.0,19.08.2023,125530,jcb,85-8185790,Bandage - Flexible Neon,27.02.2023,9714.0,2287.79,Beatrice Nurden
00-5143628,30-7191299,72-4617520,6945.0,21.02.2023,23918,visa-electron,72-4617520,Oats Large Flake,,,,Brigitta Gilhool
29-6776804,49-9637871,95-4823119,8641.0,04.04.2023,180738,,95-4823119,Shichimi Togarashi Peppeers,14.06.2023,,372.42,Ada Andrzejewski
87-4431936,92-1493245,53-7157390,3720.0,02.11.2023,108363,jcb,53-7157390,Clam - Cherrystone,27.11.2022,1367.0,1537.5,Erich Reast
26-1923715,21-0951098,47-1836218,9186.0,30.06.2023,5451,jcb,47-1836218,"Carrots - Purple, Organic",10.05.2023,4312.0,2833.18,Giustino Owbrick
08-3426913,39-4082185,56-0830702,2648.0,,199399,jcb,56-0830702,Latex Rubber Gloves Size 9,25.07.2023,3854.0,3095.95,Gamaliel Catmull
58-0748937,05-5536583,81-7342687,1537.0,10.10.2023,588569,diners-club-us-ca,81-7342687,Mayonnaise - Individual Pkg,05.10.2023,3611.0,2315.81,Emmey Coverlyn
91-7652914,98-3898199,64-9891272,7280.0,20.07.2023,399345,china-unionpay,64-9891272,"Sauce - Soya, Light",,8661.0,,Antoni Girodier
36-0953566,26-9187063,32-2905034,424.0,04.07.2023,406854,switch,32-2905034,Peppercorns - Pink,07.10.2023,3762.0,2890.32,Siffre Ollander
09-1572368,60-6056646,39-0854803,1739.0,03.07.2023,574042,,39-0854803,Pears - Bosc,16.07.2023,9542.0,2819.08,Powell Darrach
28-3837412,69-9121175,56-8971059,5858.0,08.09.2023,190919,jcb,56-8971059,Beer - Labatt Blue,15.02.2023,,471.29,Lurline Espinel
38-1949913,77-5471378,54-2922196,2700.0,05.01.2023,376743,,54-2922196,"Rum - Spiced, Captain Morgan",27.02.2023,7965.0,,Morley Timbs
52-7395846,23-1533848,73-3665446,7545.0,25.12.2022,403430,mastercard,73-3665446,Cakes Assorted,10.01.2023,5650.0,747.93,Allianora Jurisic
42-1181686,96-5900297,43-6975179,3241.0,10.06.2023,425475,,43-6975179,Nougat - Paste / Cream,02.11.2023,3002.0,1807.37,Coretta Aylmer
42-5403199,27-6046012,96-2238972,6196.0,14.11.2023,304691,jcb,96-2238972,Sweet Pea Sprouts,07.08.2023,6974.0,2489.69,Ingemar Windebank
03-9146497,78-9066385,45-1114475,1713.0,21.09.2023,179442,americanexpress,45-1114475,Dc - Frozen Momji,12.09.2023,6770.0,1133.49,Locke Chaudrelle
59-5002231,06-7172282,16-0088937,7376.0,16.03.2023,427993,laser,16-0088937,Orange - Tangerine,18.12.2022,3190.0,,Link Konneke
09-3077120,19-0633277,86-7104830,7902.0,,53370,bankcard,86-7104830,Daves Island Stinger,19.06.2023,1933.0,406.03,Sisely Merchant
23-2511735,46-2144119,42-4916483,9672.0,20.02.2023,136824,jcb,42-4916483,Pernod,25.01.2023,1735.0,1421.91,Eward Huffey
37-8944307,85-1342455,27-0703355,5526.0,05.03.2023,451527,americanexpress,27-0703355,Broom - Push,29.04.2023,8578.0,3754.8,Cherilyn Tantum
16-8978902,12-2034365,,4004.0,,345641,americanexpress,,Tuna - Sushi Grade,22.05.2023,3703.0,1390.68,Horton Nuttey
60-8766407,59-7344418,90-9486318,6832.0,,403314,maestro,90-9486318,Cookie Dough - Peanut Butter,20.09.2023,3588.0,3146.47,Rae Lorentz
41-5128004,84-2013077,44-5547633,8182.0,27.11.2022,329040,diners-club-carte-blanche,44-5547633,Grenadine,,1101.0,749.3,Perry Biaggi
64-9499090,91-1644539,84-5580050,2151.0,07.07.2023,344080,visa,84-5580050,Tamarind Paste,28.01.2023,4430.0,2507.41,Stirling MacGuiness
38-1489817,60-4601067,,7604.0,,347274,visa-electron,,Flavouring - Orange,05.06.2023,4531.0,1542.6,Thaine Grattage
14-8310782,24-1812825,77-3914070,2096.0,,536958,jcb,77-3914070,Cookie Dough - Chocolate Chip,22.04.2023,9541.0,1654.78,Sunny St Quenin
60-2399719,32-9053692,11-2012322,5049.0,29.04.2023,314633,diners-club-enroute,11-2012322,Mushroom - White Button,03.07.2023,,3932.23,Pru Nisuis
78-4030848,55-3819770,75-7987529,7798.0,18.12.2022,174200,jcb,75-7987529,"Lamb - Whole Head Off,nz",04.04.2023,6183.0,1075.19,Cece McCurley
99-8268684,82-1311715,72-5848207,4884.0,15.01.2023,376655,jcb,72-5848207,Coffee Caramel Biscotti,02.07.2023,9013.0,,Lorin Rzehor
51-7781205,72-3928005,13-8118527,6365.0,18.07.2023,362870,jcb,13-8118527,Wine - Chateauneuf Du Pape,10.03.2023,8851.0,3885.63,Beale Doyle
58-3455541,76-1822074,12-1039424,5472.0,,273659,diners-club-international,12-1039424,Pike - Frozen Fillet,12.04.2023,9265.0,4160.43,Lethia Goves
26-9773794,03-4904984,10-8388949,4133.0,26.02.2023,556404,jcb,10-8388949,Pork - Liver,06.03.2023,2553.0,314.73,Blancha Vasyutkin
92-0772923,85-2781981,85-8518437,,27.06.2023,547582,china-unionpay,85-8518437,Squash - Guords,17.11.2023,1527.0,2770.7,Gail Crawshay
42-4683091,08-1284722,58-7681652,68.0,,145348,diners-club-carte-blanche,58-7681652,Snails - Large Canned,15.06.2023,665.0,1644.91,Mohandis Croall
97-5888098,93-3300304,15-2087367,6181.0,17.12.2022,161644,,15-2087367,Broom Handle,07.02.2023,7091.0,3983.67,Artus Woofinden
61-6374530,23-4286407,70-4331166,6604.0,16.03.2023,293093,switch,70-4331166,Chinese Foods - Chicken Wing,08.08.2023,5354.0,2063.8,Eulalie Tippin
14-6126045,14-3321017,83-1058313,6087.0,05.04.2023,523613,,83-1058313,Beef - Tender Tips,06.10.2023,8526.0,3892.16,Hermon O'Dowling
36-5879616,73-7574739,26-8606788,9154.0,,263868,jcb,26-8606788,Cheese - Brie,17.05.2023,4017.0,4392.29,Allan Philippon
73-2159864,06-8298607,89-3886851,2973.0,03.12.2022,344268,jcb,89-3886851,Fond - Neutral,10.04.2023,9856.0,4418.2,Muffin Francie
81-3388214,13-7757508,50-7808223,8587.0,28.06.2023,307878,maestro,50-7808223,Pasta - Angel Hair,25.03.2023,4525.0,2230.58,Salim Cars
52-4381973,52-5679163,63-7411285,8893.0,10.07.2023,542679,,63-7411285,Bread Country Roll,05.04.2023,,2005.95,Gilburt Joao
73-7169234,65-4546609,80-5352715,9773.0,12.07.2023,3492,mastercard,80-5352715,Pasta - Fusili Tri - Coloured,17.10.2023,2211.0,511.14,Tobiah Wreiford
22-6388771,48-8307217,48-9887268,9857.0,05.09.2023,559712,solo,48-9887268,Chicken Thigh - Bone Out,10.10.2023,2719.0,2581.78,Jade Blowne
17-5340457,62-9235818,07-7709579,1093.0,22.04.2023,411914,china-unionpay,07-7709579,Glycerine,06.06.2023,9082.0,1782.91,Kile Endean
72-3635106,15-0171766,69-2297521,6170.0,20.03.2023,174731,visa-electron,69-2297521,Garam Marsala,03.02.2023,5607.0,513.43,Dot Sigsworth
91-2193282,62-6463075,08-4981850,9609.0,02.11.2023,449937,,08-4981850,Sausage - Meat,24.01.2023,7034.0,1645.76,Kerry Davydkov
76-6556696,36-9468061,87-8486336,6999.0,04.11.2023,397026,,87-8486336,"Soup - Knorr, Veg / Beef",07.11.2023,8658.0,3399.84,Faber Sidnall
67-1152990,22-3766560,13-9125371,3541.0,22.03.2023,384320,,13-9125371,Sauce - Caesar Dressing,,3006.0,1132.51,Marylee Wayvill
49-7994954,12-6651818,76-6628738,3903.0,04.10.2023,468750,,76-6628738,Artichokes - Jerusalem,09.04.2023,4874.0,3572.11,Janos Housbie
69-2939447,74-4756265,,,18.09.2023,226408,,,Mace,05.11.2023,3011.0,3214.25,Hillard Hannabuss
79-2401063,23-9638867,67-8938478,103.0,29.12.2022,457444,jcb,67-8938478,Cookies - Amaretto,12.10.2023,234.0,3832.73,Prissie Finlan
73-0780928,65-7929949,60-6374722,5484.0,13.10.2023,120110,jcb,60-6374722,"Wine - White, Lindemans Bin 95",29.11.2022,3571.0,3652.84,Hartley Tyrrell
16-3608382,36-2800861,85-5703619,9558.0,13.02.2023,365221,,85-5703619,Cheese - Brie Roitelet,11.03.2023,4320.0,1190.05,Cord Beaney
73-1415808,77-3772950,21-9664499,6288.0,26.04.2023,482435,switch,21-9664499,Fond - Chocolate,25.01.2023,393.0,1955.96,Paula Sloan
21-1731048,82-7888438,83-3758870,1073.0,11.02.2023,140055,jcb,83-3758870,Chicken Breast Halal,23.10.2023,1605.0,4253.62,Parrnell Spur
10-9708003,55-5505447,58-9342473,7382.0,23.09.2023,78645,,58-9342473,Beef - Sushi Flat Iron Steak,09.08.2023,6703.0,3378.83,Olly Stiggers
34-2836546,32-1480173,15-0616421,9706.0,21.11.2022,141337,mastercard,15-0616421,Nori Sea Weed - Gold Label,31.01.2023,1738.0,786.04,Karrie Panter
22-2656036,63-2261055,06-0911220,,05.08.2023,202544,maestro,06-0911220,Ecolab Silver Fusion,13.06.2023,5644.0,1051.49,Pepe Marklund
11-8897537,78-7106217,66-9072142,,19.09.2023,272531,switch,66-9072142,"Pepper - Paprika, Hungarian",15.08.2023,8819.0,839.19,Isaiah Schreurs
39-0946545,84-0096910,66-5422726,7941.0,01.06.2023,132135,jcb,66-5422726,Ginger - Ground,07.02.2023,8688.0,1666.37,Ruby Strewther
06-0371006,64-2567412,08-5616917,,25.04.2023,491044,bankcard,08-5616917,Appetizer - Crab And Brie,,543.0,1989.25,Warner Lagde
34-7476146,19-6851423,97-0955543,3133.0,13.06.2023,481474,laser,97-0955543,"Tendrils - Baby Pea, Organic",26.02.2023,6180.0,3333.08,Clyve Sapseed
12-3555813,16-9626956,54-5042365,9378.0,09.08.2023,188052,mastercard,54-5042365,Ham - Procutinni,13.02.2023,4864.0,3021.51,Ebba Bernardotti
66-1933844,76-2750076,83-4321389,5501.0,17.10.2023,47789,,83-4321389,Ice Cream - Strawberry,28.04.2023,5148.0,2325.92,Euell Boissier
22-5702094,48-9740731,52-6538558,1126.0,05.10.2023,284164,diners-club-international,52-6538558,Appetizer - Mushroom Tart,15.08.2023,2238.0,1472.52,Sully MacFaell
20-7507007,39-5702700,45-3376243,1915.0,01.05.2023,294910,diners-club-carte-blanche,45-3376243,"Veal - Insides, Grains",10.06.2023,9343.0,2794.75,Clementine Lyste
16-6825356,16-1484513,78-2222823,,04.07.2023,514094,,78-2222823,Cloves - Whole,26.07.2023,8384.0,2103.64,Pet Clay
36-7646795,72-9400030,95-0362640,4623.0,22.10.2023,553130,bankcard,95-0362640,Bread Roll Foccacia,02.10.2023,,3548.63,Chiarra Goater
51-9667596,32-0464924,47-8537348,,05.12.2022,317298,,47-8537348,Wine - Red Oakridge Merlot,30.11.2022,1592.0,3972.02,Charlean Kellegher
11-9635227,10-5572945,,51.0,19.05.2023,26227,,,Cut Wakame - Hanawakaba,20.08.2023,6627.0,4360.32,Kalila Monkton
28-8388935,34-6766828,38-2116066,7843.0,28.11.2022,273076,jcb,38-2116066,Parsley - Fresh,27.10.2023,8851.0,,Vivyanne De Santos
51-3758607,96-4528066,,3225.0,,559524,instapayment,,Wine - Niagara Peninsula Vqa,25.07.2023,9811.0,4015.2,Stanislas Matuska
79-6764586,05-0173992,79-5847121,8766.0,25.02.2023,311956,,79-5847121,Table Cloth 90x90 White,06.03.2023,,1666.9,Cordy Geroldo
76-7619887,32-2086580,92-4633483,1958.0,09.08.2023,352624,diners-club-us-ca,92-4633483,"Ecolab - Orange Frc, Cleaner",,,3989.1,Jesselyn Calder
19-0930063,67-5338032,69-8233698,3238.0,16.06.2023,37220,,69-8233698,Graham Cracker Mix,31.12.2022,3989.0,,Gina Ketchell
43-2388943,01-6716972,02-4494576,6646.0,28.04.2023,135192,laser,02-4494576,"Wine - White, Lindemans Bin 95",10.09.2023,6216.0,,Lorrayne Maffey
68-3969128,54-3573661,33-3694103,8848.0,,62211,jcb,33-3694103,Island Oasis - Raspberry,17.11.2023,5662.0,4228.3,Paxon Staig
76-7898867,38-8069876,27-4421975,9728.0,12.02.2023,379974,visa-electron,27-4421975,Chickensplit Half,11.09.2023,5027.0,3367.04,Farr Thews
52-0527329,04-9438220,13-2124232,8070.0,17.04.2023,60407,jcb,13-2124232,Duck - Legs,29.05.2023,,1724.94,Earle Cranson
78-4038004,13-2096601,49-2492814,4136.0,29.08.2023,377434,,49-2492814,Chicken - Whole Fryers,25.01.2023,9942.0,171.94,Charleen Potes
65-7252104,41-6972911,34-1217776,7473.0,01.11.2023,322273,jcb,34-1217776,Sherry - Dry,28.06.2023,963.0,2581.03,Jerrilee Champ
34-1427549,92-0714707,29-7211002,3091.0,19.09.2023,65783,maestro,29-7211002,Persimmons,24.05.2023,2909.0,3320.69,Pavia Zupa
54-5325621,25-8973106,89-9457264,,30.01.2023,553410,maestro,89-9457264,"Potatoes - Yukon Gold, 80 Ct",,7105.0,638.1,Innis McGahey
59-3067595,36-2013623,65-5558024,8842.0,01.12.2022,471950,jcb,65-5558024,Cake - Box Window 10x10x2.5,11.05.2023,2668.0,3511.67,Law Baroche
50-2621263,54-6039504,67-9603198,7323.0,07.06.2023,207234,americanexpress,67-9603198,Tofu - Soft,11.05.2023,7557.0,,Nevile Purdon
12-2982133,43-2637116,73-9676599,684.0,23.02.2023,303121,,73-9676599,"Wine - Cahors Ac 2000, Clos",13.11.2023,9581.0,3468.29,Adelice Stimpson
50-1102967,26-5130319,36-3065614,9832.0,03.11.2023,353340,switch,36-3065614,Shrimp - 150 - 250,19.12.2022,2411.0,1902.79,Jessi Cham
85-8146032,00-2340423,,,20.04.2023,562832,switch,,Orange Roughy 6/8 Oz,13.10.2023,7466.0,2155.45,Daune Sloper
61-1162548,31-6288940,91-3211965,7302.0,20.08.2023,528282,jcb,91-3211965,Carbonated Water - Wildberry,16.07.2023,6872.0,4490.32,Lamar Gladdis
50-2222490,81-0527486,19-5633098,5754.0,15.07.2023,281680,jcb,19-5633098,"Soup - Campbells, Chix Gumbo",09.09.2023,8539.0,1148.53,Patten Wilkes
21-2028253,74-4529879,31-7723664,167.0,30.07.2023,64952,visa-electron,31-7723664,"Bread - Roll, Calabrese",07.11.2023,4737.0,3631.72,Jocelyne Gulland
42-3076958,13-2295505,28-0463406,1792.0,31.08.2023,411027,jcb,28-0463406,Pears - Bartlett,26.10.2023,6968.0,410.15,Wesley Schistl
68-3254136,58-0540864,66-9323351,6874.0,28.01.2023,276163,,66-9323351,Tobasco Sauce,01.08.2023,7851.0,3905.98,Noel McLoughlin
16-9450615,95-0942033,68-8785983,9722.0,14.11.2023,213108,jcb,68-8785983,Cheese - Ermite Bleu,19.06.2023,2586.0,3774.69,Tonnie MacCaffery
06-0132625,05-1224126,11-1996323,4124.0,23.09.2023,519980,bankcard,11-1996323,Island Oasis - Sweet And Sour Mix,05.10.2023,,1581.1,Eleen Barney
58-7945973,47-9495484,08-0840392,8890.0,13.10.2023,354701,jcb,08-0840392,Dates,15.09.2023,2960.0,4070.4,Britt Tuddall
74-7962093,63-4510368,20-0694866,3849.0,04.10.2023,389486,,20-0694866,"Tart Shells - Sweet, 2",27.07.2023,167.0,143.01,Breena Houtbie
04-8728581,61-8930026,45-7135138,100.0,29.01.2023,545240,mastercard,45-7135138,"Salmon - Smoked, Sliced",,3223.0,581.01,Brittan Hickenbottom
13-1567530,96-6469626,55-6086166,9305.0,27.05.2023,27728,jcb,55-6086166,Steam Pan - Half Size Deep,,6194.0,449.8,Jacqui Longo
13-8156162,84-7618099,95-7450892,,16.02.2023,477536,jcb,95-7450892,Broom Handle,,2286.0,4315.77,Shayla Mansfield
46-8389384,43-9599520,23-9151137,57.0,06.05.2023,596854,,23-9151137,"Quail - Whole, Boneless",,620.0,658.33,Lilias Wraggs
34-1879681,55-7924547,25-0279973,3117.0,01.08.2023,206366,bankcard,25-0279973,Vinegar - White,17.12.2022,208.0,2197.12,Valerie Haking
28-1048043,49-3556425,03-5170972,9964.0,30.01.2023,554054,jcb,03-5170972,Cilantro / Coriander - Fresh,05.01.2023,4299.0,2800.27,Del Aylen
98-6627815,63-5443575,93-9688769,,30.04.2023,448174,americanexpress,93-9688769,Oil - Olive,18.11.2023,8543.0,2217.68,Ase Stotherfield
08-0265834,32-2473917,18-6538430,7791.0,27.09.2023,142898,jcb,18-6538430,Cookie Dough - Chocolate Chip,04.01.2023,3230.0,3487.14,Claudio Peare
99-4390751,81-4329108,72-8971697,2233.0,28.12.2022,557978,jcb,72-8971697,Sour Puss Raspberry,01.01.2023,3125.0,3615.61,Arabel Bertram
66-1191064,54-3354608,,9986.0,11.06.2023,57570,visa-electron,,Puree - Strawberry,08.05.2023,2181.0,,Merla Tibbotts
89-3907347,64-6037964,94-8670036,3188.0,28.11.2022,161945,bankcard,94-8670036,Muffin Hinge Container 6,30.01.2023,4892.0,1349.54,Florian Gehrts
53-0886551,69-3810125,59-6256667,5116.0,25.07.2023,1028,mastercard,59-6256667,Wine - Casablanca Valley,26.07.2023,452.0,3205.46,Kerwin Ericsson
15-8918468,22-7879352,15-0051597,1510.0,18.04.2023,481069,,15-0051597,Dc Hikiage Hira Huba,07.02.2023,3454.0,2301.25,Ambur Baversor
55-2020407,05-5171222,53-9250613,,02.12.2022,564566,jcb,53-9250613,Wine La Vielle Ferme Cote Du,22.01.2023,7788.0,3446.62,Elden Twidale
70-8364543,09-8019310,92-3893919,4840.0,05.02.2023,419177,jcb,92-3893919,Oranges,09.05.2023,6301.0,1149.73,Taffy Lambshine
16-6510728,34-6826798,,4230.0,14.09.2023,266201,jcb,,Longos - Chicken Cordon Bleu,,6195.0,2450.46,Casandra Boeter
33-7738503,75-1763215,19-6297842,725.0,26.05.2023,526123,,19-6297842,Swiss Chard - Red,09.06.2023,4984.0,742.81,Hewett Aldwich
84-9768921,12-2852671,18-0078057,8372.0,21.03.2023,5443,jcb,18-0078057,Sauce - Vodka Blush,,142.0,2050.86,Maurine Radcliffe
97-1401650,94-0196047,68-8518629,2427.0,08.09.2023,89777,bankcard,68-8518629,Mousse - Passion Fruit,05.11.2023,7485.0,505.63,Kaila Dowbiggin
93-4730202,57-7736356,85-5832384,3939.0,15.06.2023,137312,maestro,85-5832384,Aspic - Light,,5036.0,2356.43,Jarrid Pimlock
30-0639040,00-0175952,95-1039929,2744.0,14.02.2023,441213,,95-1039929,Energy Drink Red Bull,12.11.2023,,1054.25,Niles Stiddard
39-8134690,02-5733546,22-7435549,9081.0,23.10.2023,179139,visa,22-7435549,Squid - Tubes / Tenticles 10/20,20.10.2023,9496.0,129.3,Ebonee Carwithim
64-5196121,68-9728640,,6278.0,11.06.2023,343780,,,Extract - Raspberry,16.10.2023,3010.0,4149.64,Gardener Fasham
32-0490766,27-1838149,92-8832273,4682.0,22.10.2023,247118,jcb,92-8832273,"Chocolate - Milk, Callets",14.05.2023,,499.87,Gabbie Worledge
